model;description
1491;Vintage kilim rug from Afyon region of Turkey.Approximately 45-55 years old.In very good condition Rare find, Unique handmade item.
1492;Embroidered kilim rug from Denizli region of Turkey.Approximately 45-55 years old.In very good condition Rare find, Unique handmade item.
1493;Handwoven vintage striped kilim rug from Afyon region of Turkey.Approximately 45-55 years old.In very good condition Rare find, Unique handmade item.
1494;Vintage natural wool kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1495;Vintage kilim runner rug from Denizli region of Turkey.In very good condition Rare find, Unique handmade item. Only 1 in stock.
1496;Vintage kilim rug from Afyon region of Turkey.Approximately 50-60 years old and in very good condition Rare find, Unique handmade item. Only 1 in stock.
1497;Vintage one of a kind kilim rug from Afyon region of Turkey.Approximately 45-55 years old.In very good condition Rare find, Unique handmade item.
1498;Vintage goat hair kilim rug from Afyon region of Turkey.Approximately 45-55 years old.In very good condition Rare find, Unique handmade item.
1499;Vintage striped kilim rug from Afyon region of Turkey.Approximately Rare find, Unique handmade item. Only 1 in stock.
1500;Handwoven vintage kilim rug from Sivas region of Turkey.Approximately 50-60 years old. In very good condition Rare find, Unique handmade item.
1501;Handwoven orange kilim rug. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item.
1502;"Handwoven&nbsp; kilim rug. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1503;"Handwoven&nbsp; kilim rug from Eastern Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1504;"Handwoven&nbsp; Embroidered kilim rug from Western Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1505;"Handwoven&nbsp; Embroidered kilim rug from Western Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1506;"Handwoven&nbsp; Embroidered kilim rug from Western Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1507;"Handwoven&nbsp; kilim runner from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1508;"Handwoven&nbsp; Embroidered kilim rug from Denizli region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1510;"Handwoven striped&nbsp; &nbsp;kilim rug from Eastern Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1511;"Handwoven&nbsp; Embroidered kilim rug from Denizli region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1512;"Handwoven&nbsp; Embroidered kilim rug from Denizli region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1513;"Handwoven&nbsp; striped kilim rug from Denizli region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1514;"Handwoven&nbsp; striped kilim rug from Denizli region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1515;"Handwoven&nbsp; large striped kilim rug from Denizli region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1517;"Handwoven&nbsp; vintage kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1518;"Handwoven&nbsp; vintage kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1520;"Handwoven&nbsp; vintage kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1521;"Handwoven&nbsp; vintage kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1522;"Handwoven&nbsp; vintage kilim rug from Afyon region of Turkey. In very good condition. Approximately 55-65 years old Rare find, Unique handmade item."
1523;"Handwoven&nbsp; vintage kilim rug from Afyon region of Turkey. In very good condition. Approximately 55-65 years old Rare find, Unique handmade item."
1524;"Handwoven&nbsp; vintage kilim rug from Afyon region of Turkey. In very good condition. Approximately 55-65 years old Rare find, Unique handmade item."
1525;Handknotted vintage unique runner rug from Konya region of Turkey.Approximately 45-55 years old. In very good condition Rare find, Unique handmade item.
1526;"Handknotted vintage unique&nbsp; rug from Oushak region of Turkey. Approximately 45-55 years old. In very good condition Rare find, Unique handmade item."
1527;"Handknotted vintage unique&nbsp; rug from Oushak region of Turkey. Approximately 45-55 years old. In very good condition Rare find, Unique handmade item."
1529;"Handwoven&nbsp; vintage striped kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1530;"Handwoven&nbsp; vintage striped kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1532;"Handwoven&nbsp; vintage striped brown kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1534;"Handwoven&nbsp; vintage white striped brown kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1535;"Handwoven&nbsp; vintage&nbsp; kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1536;"Handwoven&nbsp; vintage&nbsp; kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1537;"Handwoven&nbsp; vintage&nbsp; striped kilim rug from Afyon region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1538;"Handwoven&nbsp; vintage modern&nbsp; kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1539;"Handwoven&nbsp; vintage modern&nbsp; kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1540;"Handwoven&nbsp; vintage modern&nbsp; kilim rug from Adana region of Turkey. In very good condition. Approximately 45-55 years old Rare find, Unique handmade item."
1541;Vintage striped black kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1542;Vintage goat hair kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1543;Striped vintage kilim rug from Afyon region of Turkey.Approximately 50-60 years old. In very good condition Rare find, Unique handmade item.
1544;Striped vintage kilim rug from Afyon region of Turkey.Approximately 45-55 years old.In very good condition Rare find, Unique handmade item.
1545;Striped kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1546;Vintage kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1547;Vintage kilim rug from Afyon region of Turkey.Approximately 55-65 years old.In very good condition Rare find, Unique handmade item.
1548;Striped vintage natural kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1549;Vintage kilim rug from Afyon region of Turkey.Approximately 50-60 years old.In very good condition Rare find, Unique handmade item.
1550;Vintage striped goat hair kilim rug from Afyon region of Turkey.Approximately 45-55 years old. In very good condition Rare find, Unique handmade item.
1551;Vintage rag rug from Afyon region of Turkey. This kilim rug is approximately 35-45 years old and in very good condition Rare find, Unique handmade item. Only 1 in stock.
1552;Vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1553;Vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1555;Vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1556;Striped vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1557;Vintage chaput kilim rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1558;Handwoven vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1559;Vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1560;Striped rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1562;Vintage decorative rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
1563;Vintage rag rug from Afyon region of Turkey.Approximately 35-45 years old.In very good condition Rare find, Unique handmade item.
